experiment_version,calibration_stage,setting_key,category,tokenizer_key,k1,b,status,error,case_count,hit_case_count,recall_at_30,mrr_at_5,ndcg_at_5,successful_repetitions,ranking_stable,build_ms,warm_total_p50_ms,warm_total_p95_ms,observed_peak_rss_mb,delta_recall_at_30,delta_mrr_at_5,delta_ndcg_at_5,category_guardrail_pass,all_category_guardrails_pass,selected,selection_reason
phase8-08b-v1,tokenizer,underthesea_word,overall,underthesea_word,1.5,0.75,completed,,45,44,0.9148148148148147,0.5292592592592592,0.5337690005156664,3,True,4081.145002000085,1.8542570001045533,3.3656082001925824,2.8719844818115234,-0.0370370370370372,-0.13444444444444448,-0.11402452574843602,False,False,false,
phase8-08b-v1,tokenizer,underthesea_word,relationship,underthesea_word,1.5,0.75,completed,,14,14,0.9285714285714286,0.5892857142857143,0.5756282579735109,3,True,4081.145002000085,1.8542570001045533,3.3656082001925824,2.8719844818115234,-0.0357142857142857,-0.14880952380952384,-0.121190408385625,False,,false,
phase8-08b-v1,tokenizer,underthesea_word,spanning,underthesea_word,1.5,0.75,completed,,3,3,0.3888888888888889,0.5,0.3481353873659065,3,True,4081.145002000085,1.8542570001045533,3.3656082001925824,2.8719844818115234,-0.3888888888888889,-0.16666666666666663,-0.09041409679393164,True,,false,
phase8-08b-v1,tokenizer,underthesea_word,temporal,underthesea_word,1.5,0.75,completed,,1,1,1.0,1.0,1.0,3,True,4081.145002000085,1.8542570001045533,3.3656082001925824,2.8719844818115234,0.0,0.0,0.1227846846619507,True,,false,
phase8-08b-v1,tokenizer,unicode_word,comparative,unicode_word,1.5,0.75,completed,,6,6,1.0,0.638888888888889,0.6096973895432285,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,direct_fact,unicode_word,1.5,0.75,completed,,7,7,1.0,0.7261904761904762,0.773135888168515,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,food_knowledge,unicode_word,1.5,0.75,completed,,7,7,1.0,0.6476190476190476,0.6428571428571429,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,guide_planning,unicode_word,1.5,0.75,completed,,2,1,0.5,0.25,0.31546487678572877,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,holistic,unicode_word,1.5,0.75,completed,,3,3,1.0,0.19444444444444442,0.3337727590095711,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,numerical,unicode_word,1.5,0.75,completed,,2,2,1.0,1.0,1.0,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,overall,unicode_word,1.5,0.75,completed,,45,44,0.951851851851852,0.6637037037037037,0.6477935262641025,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,True,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,relationship,unicode_word,1.5,0.75,completed,,14,14,0.9642857142857143,0.7380952380952381,0.6968186663591359,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,spanning,unicode_word,1.5,0.75,completed,,3,3,0.7777777777777778,0.6666666666666666,0.43854948415983813,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
phase8-08b-v1,tokenizer,unicode_word,temporal,unicode_word,1.5,0.75,completed,,1,1,1.0,1.0,0.8772153153380493,3,True,79.11188200023389,1.631959999940591,2.452153400054158,3.294314384460449,0.0,0.0,0.0,True,,true,Unicode word tokenizer retained (simplicity preference)
